id	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore
27186	7.4	24	23	95	3.9	1078	85
27193	0	3	2	66	0	0	0
27255	8.4	25	24	96	3.9	888	82
27266	7.4	106	89	83	3.9	14211	84
27271	6.6	21	14	66	3.5	1242	70
27316	6.6	17	16	94	3.4	613	74
27317	7	61	47	77	3.8	14430	81
27338	5.8	15	8	53	3.1	5670	58
27340	0	3	0	0	0	0	0
27362	0	0	0	0	0	0	0
27368	6.3	7	6	85	3.6	4436	78
27370	5.7	5	3	60	0	0	0
27376	6.9	25	21	84	4	713	92
27391	7	12	11	91	3.7	1662	78
27397	6.9	12	9	75	4	2656	90
27402	5.4	9	5	55	0	0	0
27408	7.2	21	20	95	3.4	2169	63
27410	0	2	0	0	2.5	968	22
27416	5.4	8	4	50	3.7	1390	76
27432	0	0	0	0	0	0	0
27434	2.7	52	2	3	2.6	4153	37
27436	0	1	0	0	0	0	0
27450	4.2	7	2	28	0	0	0
27456	0	0	0	0	0	0	0
27491	6.8	48	35	72	3.3	3346	61
27509	0	2	1	50	0	0	0
27513	5.4	33	16	48	3.6	603	70
27523	0	2	2	100	0	0	0
27528	7.4	30	28	93	0	0	0
27537	5.3	110	52	47	3.4	2878	61
27555	6.2	11	6	54	0	0	0
27563	0	0	0	0	0	0	0
27564	6.4	46	32	69	3.1	1109	52
27573	\N	\N	\N	\N	\N	\N	\N
27584	6.1	7	6	85	0	0	0
27587	\N	\N	\N	\N	\N	\N	\N
27592	6.2	53	29	54	4	10632	86
27604	5.7	6	3	50	0	0	0
27608	5.1	7	3	42	0	0	0
27611	0	1	1	100	0	0	0
27618	2.9	96	6	6	2.4	12447	24
27620	7.3	35	32	91	3.7	726	74
27627	7.7	28	25	89	4	289	85
27636	0	0	0	0	0	0	0
27644	5.8	33	18	54	3.4	361	58
27648	6.3	107	70	65	3.5	1866	64
27660	6.7	17	15	88	3.4	35884	68
27664	5.1	89	39	43	2.9	2486	48
27674	6.8	11	11	100	3.6	6342	75
27679	7.4	35	31	88	3.5	338	65
27685	0	0	0	0	0	0	0
27689	0	2	0	0	0	0	0
27700	6.6	36	24	66	3.9	2971	85
27706	6.6	154	109	70	3.2	60437	61
27716	6.3	27	17	62	3.9	1464	84
27721	7.4	142	110	77	3.9	22939	84
27722	7.4	40	36	90	4.1	3086	89
27727	0	0	0	0	0	0	0
27728	6.3	94	61	64	3.8	8464	80
27731	7	17	16	94	3.9	9609	81
27734	4.8	81	18	22	3.3	748	59
27735	\N	\N	\N	\N	\N	\N	\N
27736	7.6	33	30	90	3.6	1070	78
27741	8.2	68	67	98	4.2	3512	93
27744	6.1	65	41	63	4	1928	85
27746	6.9	15	14	93	3.2	5388	65
27765	4.7	15	5	33	2.6	731	28
27768	7.3	100	87	87	3.4	696	65
27772	0	0	0	0	0	0	0
27773	7.3	127	102	80	4.3	41925	94
27776	7.2	85	71	83	3.4	433	64
27778	0	4	3	75	0	0	0
27783	6.7	47	39	82	3.7	516	72
27788	5.4	157	68	43	3.5	22896	72
27790	6.4	8	7	87	0	0	0
27792	7.1	99	77	77	3.7	1821	77
27797	6.2	32	21	65	3.9	896	83
27801	6.9	102	87	85	3.8	16639	85
27803	7.6	128	107	83	4.1	10334	92
27808	5.9	162	85	52	3	21732	62
27812	7.6	76	73	96	3.8	857	79
27815	6.5	105	71	67	4.1	8414	92
27816	6.4	33	21	63	3.9	4284	81
27820	7.6	102	96	94	4	1514	84
27821	6	189	109	57	3.1	14657	56
27822	6.6	189	136	71	2.4	8148	31
27826	5	61	22	36	3.4	1401	63
27828	6.8	67	56	83	3.7	1053	77
27830	4.6	74	19	25	3.4	708	63
27831	7.1	133	108	81	3.7	37167	83
27833	\N	\N	\N	\N	\N	\N	\N
27834	0	0	0	0	0	0	0
27837	4.8	115	34	29	3	7566	48
27838	7.3	117	105	89	3.6	5554	79
27839	4.4	178	36	20	2.8	39779	54
27841	5	50	18	36	4.3	425	88
27843	7.5	37	33	89	4.1	1842	90
27846	7.4	107	97	90	4	5815	89
27850	7	82	70	85	3.4	1444	65
27851	7.4	24	21	87	3.7	1269	73
27857	6.7	6	5	83	4.3	3319	90
27864	3.9	99	19	19	3.3	1915	61
27865	5.4	32	15	46	3.9	4714	82
27866	7.3	9	9	100	4.1	1184	90
27869	6.7	41	33	80	4.2	5475	91
27873	7.6	121	107	88	3.7	5021	83
27874	2.8	5	0	0	3.3	5047	61
27875	0	0	0	0	0	0	0
27876	6.8	63	45	71	3.5	678	71
27878	7.9	105	101	96	4.2	4144	91
27879	7.8	69	62	89	4.1	2189	89
27882	7.5	94	87	92	4.1	1482	93
27884	7.1	35	31	88	3.5	889	66
27888	4.6	71	23	32	2.6	695	31
27899	4.6	75	25	33	3.5	5742	69
27904	6.6	174	119	68	3.4	46764	70
27905	6	9	6	66	0	0	0
27912	6.9	59	50	84	3.7	1346	76
30659	4.3	34	9	26	3.3	1805	55
30701	8	12	11	91	4.3	774	90
30707	8.3	224	204	91	3.8	64852	87
30712	8.3	7	7	100	0	0	0
30721	6.5	6	5	83	0	0	0
30745	6.2	53	38	71	3.9	2732	81
30747	7.5	33	27	81	3.6	632	70
30749	7.9	188	170	90	4	52962	94
30783	7.6	9	7	77	0	0	0
30793	0	0	0	0	0	0	0
30803	7.3	87	75	86	4.3	7442	93
30810	6.3	14	10	71	3.8	65	81
30812	7.8	212	185	87	3.4	27084	73
30816	5	165	54	32	3.7	70849	86
30818	5.2	150	63	42	3.3	3905	64
30820	7.3	129	112	86	3.5	4219	74
30822	7.1	160	134	83	3	9983	51
30825	5.2	157	60	38	3.5	187397	63
30846	6.6	130	87	66	3.4	3593	67
30848	5.5	98	42	42	3.7	5803	80
30850	6.7	123	88	71	3.5	4764	72
30883	4.4	81	18	22	2.7	6431	53
30890	6.9	25	20	80	3.7	367	75
30892	6.8	61	43	70	3.8	1043	77
30894	3.5	146	13	8	2.7	14878	44
30896	2.8	79	5	6	2.7	3200	44
30898	6.8	168	125	74	3.2	4962	60
30942	0	1	0	0	0	0	0
30949	0	0	0	0	0	0	0
30952	0	4	3	75	0	0	0
30954	7	6	5	83	0	0	0
30970	0	3	2	66	3	754	41
30977	4.5	5	1	20	2.4	58	19
30981	7.6	5	4	80	3.1	194	43
30991	7.2	9	9	100	4	600	87
30994	\N	\N	\N	\N	\N	\N	\N
30996	\N	\N	\N	\N	\N	\N	\N
31000	5.7	12	9	75	3	337	34
31004	5.6	22	10	45	3.2	202	48
31011	7	20	16	80	3.2	261	56
31026	5	165	54	32	3.7	70849	86
31030	7.5	15	14	93	4	582	83
31032	5.9	9	5	55	0	0	0
31035	7.2	7	6	85	3.7	455	70
31038	6.6	9	7	77	3.1	280	41
31040	5.2	6	3	50	3.1	151	37
31042	7.3	10	9	90	0	0	0
31047	0	1	0	0	0	0	0
31049	2.9	48	4	8	3.5	7234	84
31053	0	4	1	25	0	0	0
31060	0	0	0	0	0	0	0
31079	5.1	7	5	71	0	0	0
31083	3.7	11	2	18	2.6	637	17
31086	6.5	6	3	50	0	0	0
31090	0	1	0	0	0	0	0
31101	6.5	62	45	72	3.6	1039	77
31104	6.2	6	4	66	0	0	0
31107	6.4	11	8	72	0	0	0
31109	0	2	2	100	0	0	0
31112	0	0	0	0	0	0	0
31114	5.2	101	35	34	3.8	3294	80
31116	6.9	18	15	83	4	1263	87
31123	0	1	1	100	0	0	0
31148	0	2	2	100	0	0	0
31150	4.3	17	4	23	3.1	3783	60
31156	5.5	8	6	75	0	0	0
31160	0	0	0	0	0	0	0
31162	6.2	19	14	73	3.4	2594	69
31184	4.7	32	8	25	3.7	5608	76
31188	7.7	14	13	92	4	669	84
31193	8.1	11	10	90	3.6	3913	81
31221	3.7	150	15	10	2.6	26366	47
31223	4.9	98	34	34	3	10332	56
31225	6.1	142	92	64	3.7	56395	85
31247	8.7	29	29	100	4.2	2289	90
31251	0	1	1	100	0	0	0
31255	5.3	12	6	50	3.2	1042	53
31260	7.1	14	14	100	0	0	0
31263	6.4	40	28	70	3.5	502	68
31270	6.8	19	16	84	3.4	2264	61
31309	7.8	17	16	94	4.2	1288	92
31347	7.9	16	15	93	4	244	87
31349	7.7	14	14	100	3.7	260	67
31359	0	0	0	0	0	0	0
31362	5.6	7	3	42	3.1	508	47
31364	7.7	34	30	88	4.2	3096	93
31367	4.8	16	5	31	2.6	2631	36
31408	5.7	30	15	50	3.8	1586	80
31410	0	0	0	0	0	0	0
31420	5.9	160	96	60	3.1	12635	54
31422	3.3	113	13	11	3.1	29416	62
31424	1.7	116	1	0	2.1	8641	21
31427	3.8	153	19	12	3.1	22573	60
31429	7	61	51	83	3.2	1182	50
31431	3.4	85	11	12	2.5	13866	38
31433	3.8	136	14	10	3.2	34530	68
31435	5.8	69	34	49	4.1	2819	89
31437	8	91	85	93	4.2	3440	92
31445	4	88	18	20	3.2	54090	61
31447	3.6	8	1	12	3.3	642	59
31467	5.5	6	2	33	3.8	213	74
31485	6.8	39	30	76	4.1	59011	94
31494	6.3	8	6	75	2.9	87	41
31522	8.5	14	13	92	4.1	858	89
31528	8.1	9	9	100	0	0	0
31545	5.8	15	8	53	3.1	5670	58
31547	8	9	9	100	0	0	0
31553	3.2	10	0	0	2.1	3610	29
31555	2.4	14	0	0	2.7	2264	43
31577	0	0	0	0	0	0	0
31584	5.8	61	34	55	3.5	359	66
31588	8.4	11	11	100	3.7	397	76
31590	8.3	23	23	100	4	630	83
31594	5.6	26	14	53	3.3	1220	66
31598	6.4	5	4	80	3.6	69	64
31600	5.1	5	1	20	3.1	252	50
31610	5.5	20	9	45	3.1	578	42
31613	8.2	30	25	83	3.9	4148	85
31617	6.5	12	11	91	3.6	1234	73
31658	7.5	148	127	85	4.1	56005	93
31660	6	87	51	58	3.5	4805	70
31682	7.2	36	34	94	3.8	302	79
31685	6.3	178	122	68	3.4	189230	65
31687	6.6	84	67	79	3.5	2927	71
31689	\N	\N	\N	\N	\N	\N	\N
31692	4.4	33	7	21	3.7	109	70
31694	6.1	131	84	64	3.3	17555	67
31696	5.5	214	98	45	3.5	71421	75
31698	2.8	101	6	5	2.1	4576	32
31700	5.8	118	63	53	3.3	6908	70
31702	7.8	70	62	88	4.3	2998	93
31705	6.7	35	28	80	3.9	879	88
31724	5.7	13	8	61	2.4	2127	28
31737	6.9	9	8	88	3.7	715	76
31742	0	1	1	100	0	0	0
31747	0	1	1	100	0	0	0
31750	3.3	5	0	0	3.5	159	63
31770	5.7	10	6	60	3	376	33
31785	0	0	0	0	0	0	0
31804	5.9	125	73	58	3.3	19774	70
31807	4.6	59	15	25	3.8	2535	78
31854	7.8	12	11	91	0	0	0
31867	3.3	60	5	8	3.1	10877	59
31878	7.6	172	154	89	3.6	37633	86
31900	\N	\N	\N	\N	\N	\N	\N
31903	6.7	51	37	72	4.1	638	89
31909	3.9	14	3	21	0	0	0
31923	4.8	24	7	29	3.2	13783	67
31930	\N	\N	\N	\N	\N	\N	\N
31934	5.4	149	61	40	3.2	6869	65
31950	8	10	10	100	0	0	0
31952	7	64	52	81	4	2770	88
31956	6.2	68	44	64	3.6	1684	69
31973	9.2	9	9	100	0	0	0
31998	4	17	7	41	2.8	704	39
32002	3.6	16	2	12	3.1	458	51
32009	3.9	108	17	15	4	28144	89
32011	0	0	0	0	0	0	0
32013	7.8	158	148	93	2.9	31450	76
32017	3.7	127	26	20	3.2	48314	70
32019	4.6	168	50	29	2.8	15817	48
32022	7	102	86	84	3.4	649	63
32025	6.5	74	53	71	4	1438	86
32029	5	154	54	35	3.3	22771	69
32031	0	0	0	0	0	0	0
32049	5.9	5	4	80	3.1	219	43
32058	6.1	23	17	73	3	742	45
32060	6.9	6	5	83	0	0	0
32062	0	0	0	0	0	0	0
32074	5.4	6	2	33	0	0	0
32076	0	2	1	50	0	0	0
32078	0	2	2	100	0	0	0
32082	6.2	5	3	60	0	0	0
32084	\N	\N	\N	\N	\N	\N	\N
32088	0	1	0	0	0	0	0
32090	\N	\N	\N	\N	\N	\N	\N
32109	0	0	0	0	0	0	0
32116	5.1	7	2	28	0	0	0
32120	\N	\N	\N	\N	\N	\N	\N
32124	0	0	0	0	0	0	0
32128	4.8	13	5	38	0	0	0
32139	7	5	5	100	0	0	0
32141	0	1	0	0	0	0	0
32149	0	0	0	0	0	0	0
32151	0	2	0	0	0	0	0
32153	4.4	5	0	0	3.3	913	67
32156	0	2	2	100	0	0	0
32158	0	0	0	0	0	0	0
32160	7.7	24	21	87	3.7	487	74
32162	6.6	5	4	80	3.7	99	73
32166	0	4	3	75	0	0	0
32170	6.3	179	120	67	3.8	154104	78
32174	3.5	8	2	25	0	0	0
32179	8	41	38	92	4.2	1819	91
32211	4.3	5	2	40	3.5	1247	67
32213	0	3	3	100	0	0	0
32234	6.7	123	94	76	3.5	1947	71
32239	7.3	38	33	86	4	1746	86
32261	0	4	4	100	0	0	0
32285	5.9	28	13	46	3.4	443	67
32289	5.6	102	53	51	3.1	33981	66
32291	5.8	154	82	53	3.1	2565	45
32294	\N	\N	\N	\N	\N	\N	\N
32296	4	144	21	14	3	34010	59
32298	5.4	148	64	43	3.1	27344	59
32300	4.7	58	23	39	2.9	4690	52
32302	7.3	34	31	91	3.5	155	64
32314	6.2	47	29	61	3.4	894	66
32316	7.3	125	109	87	3.2	9338	71
32318	\N	\N	\N	\N	\N	\N	\N
32325	5.9	7	5	71	0	0	0
32329	0	4	1	25	0	0	0
32333	6.7	32	27	84	3.4	199	64
32335	0	0	0	0	0	0	0
32342	5.5	56	29	51	4	869	86
32345	7.1	6	5	83	0	0	0
32347	7.4	10	10	100	3.1	211	43
32349	6.2	5	4	80	0	0	0
32352	0	4	1	25	3.7	1335	74
32354	6.4	16	10	62	3.2	206	50
32361	7.5	9	8	88	3.1	281	48
32369	7.3	18	17	94	3.5	554	72
32371	7.2	15	11	73	3.5	657	70
32375	0	0	0	0	0	0	0
32381	6.8	8	6	75	0	0	0
32383	5.6	11	6	54	3.3	1023	57
32385	5.9	15	7	46	2.8	1770	36
32387	6.9	7	5	71	0	0	0
32389	0	0	0	0	0	0	0
32392	5.8	11	5	45	3.2	1505	56
32395	0	3	2	66	0	0	0
32444	7.4	20	19	95	3.2	1204	50
32456	7	5	4	80	0	0	0
32460	0	0	0	0	0	0	0
32469	5.1	18	9	50	2.9	2176	43
32525	8.7	22	22	100	4.3	591	94
32582	7.7	94	89	94	3.9	1161	83
32584	5.7	110	51	46	3.4	2469	64
32587	\N	\N	\N	\N	\N	\N	\N
32589	5.3	114	43	37	3.3	11288	70
32591	7.6	98	85	86	3.5	1003	66
32593	6.2	68	41	60	4.2	728	86
32596	5.2	171	66	38	3	24489	61
32598	6.2	172	110	63	3	14004	62
32600	\N	\N	\N	\N	\N	\N	\N
32602	6.4	80	48	60	3	420	44
32605	4	13	2	15	3.5	585	69
32617	6	8	5	62	0	0	0
32620	7.1	8	6	75	3.1	663	48
32625	3.7	6	0	0	0	0	0
32627	2.8	9	1	11	2.5	1290	37
32632	6.2	8	6	75	0	0	0
32646	0	0	0	0	0	0	0
32649	0	2	2	100	0	0	0
32657	0	0	0	0	0	0	0
32666	0	0	0	0	0	0	0
32668	0	4	2	50	0	0	0
32674	6.3	5	4	80	0	0	0
32677	0	4	1	25	0	0	0
32721	6.7	6	4	66	0	0	0
32743	0	2	1	50	0	0	0
32770	7.5	71	63	88	3.8	1141	84
32781	0	1	0	0	0	0	0
32792	8.4	11	11	100	4.1	1182	86
32825	0	0	0	0	0	0	0
32844	6.4	5	4	80	4	1003	88
32853	\N	\N	\N	\N	\N	\N	\N
32862	0	2	2	100	0	0	0
32875	8.2	13	13	100	4	736	83
32882	5.3	9	6	66	0	0	0
32892	8.6	9	9	100	4.2	1542	93
32954	0	3	3	100	0	0	0
32966	7.3	12	11	91	3.9	381	83
32988	6.3	158	112	70	3.3	81677	59
33004	\N	\N	\N	\N	\N	\N	\N
33036	6.4	12	9	75	0	0	0
33072	7.3	24	21	87	4.1	1945	89
33085	4.2	155	37	23	3.2	31070	64
33113	6.8	10	9	90	3.8	227	78
33124	6.5	38	26	68	3.9	1085	86
33126	5.8	14	8	57	3.3	1432	60
33132	3.5	14	2	14	3.9	1114	82
33134	6.2	32	21	65	3.6	562	67
33136	3.8	101	10	9	3.6	2769	74
33138	5.3	113	47	41	3.5	3088	70
33145	4.9	123	50	40	3.5	20461	76
33148	2.4	50	1	2	2.7	933	37
33150	0	0	0	0	0	0	0
33152	7.2	40	36	90	3.6	11573	83
33154	\N	\N	\N	\N	\N	\N	\N
33158	3.8	135	22	16	2.9	20840	53
33162	5.5	185	72	38	3.5	82821	72
33164	4.3	148	37	25	2.8	39495	54
33166	7.1	197	148	75	4	98746	89
33168	4.6	44	10	22	2.6	694	31
33171	7.2	99	83	83	4	9458	89
33188	5.2	5	3	60	0	0	0
33191	0	4	4	100	0	0	0
33193	0	2	0	0	0	0	0
33237	7.4	7	7	100	0	0	0
33296	0	3	1	33	0	0	0
33312	7.5	19	18	94	3.6	1293	71
33340	0	4	4	100	0	0	0
33358	6.6	92	64	69	3.8	818	82
33410	6.5	5	5	100	0	0	0
33421	5.1	60	22	36	3.2	7054	54
33437	6.2	128	83	64	3.5	17781	77
33451	\N	\N	\N	\N	\N	\N	\N
33454	8.3	9	9	100	4.1	1393	87
33493	7.2	253	202	79	3.1	198824	64
33495	5.1	137	57	41	3	14260	51
33499	4.2	162	26	16	3.2	50840	63
33539	5.7	89	51	57	2.8	26286	44
33558	6.8	13	11	84	3.7	895	76
33564	7.9	16	16	100	4	1181	90
33585	4.4	92	23	25	2.7	3152	35
33592	5.2	31	13	41	3.6	1440	72
33603	5.6	5	3	60	4.1	338	87
33608	0	0	0	0	0	0	0
33615	6	185	102	55	3.4	131512	70
33621	6.9	64	53	82	3.2	9811	53
33629	2.9	6	1	16	0	0	0
33639	7.1	115	96	83	3.8	2138	80
33644	4.7	43	13	30	2.7	5628	35
33646	4.8	163	51	31	3.3	198675	67
33649	6.7	81	70	86	4	2669	87
33660	7.4	206	164	79	3.8	44272	88
33669	6.7	128	98	76	3.4	38616	78
33672	6	141	77	54	3.6	15495	81
33675	6	64	36	56	3.5	850	67
33677	7.8	188	172	91	3.2	183700	63
33679	6	202	116	57	3.4	230941	63
33681	4.3	120	24	20	2.5	5829	42
33683	5.2	126	52	41	3.4	11124	68
33685	3.6	109	15	13	2.8	2118	42
33688	0	2	2	100	3.8	1102	81
33722	6.1	89	56	62	3.5	2044	65
33725	6.5	70	54	77	3.9	3974	87
33750	6.8	47	32	68	4.3	1831	93
33781	6.4	8	7	87	0	0	0
33794	7.7	257	217	84	3.9	184482	90
33815	3.2	117	6	5	3.2	49341	69
33817	7.4	87	78	89	3.5	3593	69
33819	6.3	101	65	64	3.6	1284	73
33821	0	4	2	50	2.7	714	28
33823	2.9	24	1	4	2.7	689	34
33826	6.3	67	42	62	3.8	1289	83
33830	5.4	139	58	41	2.8	18840	54
33832	5.2	144	62	43	3.7	141478	72
33834	6.6	169	124	73	3.1	28194	56
33836	4.6	182	44	24	2.5	17310	39
33838	7	89	74	83	4	2579	84
33880	7.4	108	88	81	3.9	12252	85
33896	6.8	62	52	83	3.7	5014	75
33903	6.5	75	52	69	4	6418	89
33905	6.7	10	8	80	3.9	753	86
33966	2.8	12	2	16	2.3	1861	33
34002	5.8	10	7	70	0	0	0
34018	6.9	9	9	100	0	0	0
34048	7	244	178	72	2.9	162092	45
34065	0	4	2	50	3.1	957	45
34072	7.8	163	153	93	3.5	18536	76
34129	3.7	89	12	13	2.9	5853	52
34143	5.5	148	67	45	2.7	18535	38
34148	7.2	91	77	84	3.9	3473	83
34150	4.5	200	54	27	3.2	95962	57
34153	8.4	137	134	97	3.9	3228	87
34155	7.9	78	73	93	3.9	1427	83
34158	0	0	0	0	0	0	0
34162	6.7	180	135	75	3.5	215271	70
34164	6	104	58	55	3.4	3035	63
34170	0	2	0	0	0	0	0
34177	5.1	11	5	45	3	497	40
34185	5.8	5	4	80	3.2	295	61
34189	0	0	0	0	0	0	0
34193	\N	\N	\N	\N	\N	\N	\N
34198	6.6	47	34	72	3.6	8145	76
34271	7.3	153	126	82	3.6	17513	80
34292	6.1	9	5	55	3.2	1157	60
34299	6.6	156	119	76	3.2	19629	55
34319	5.4	184	74	40	3.3	41199	67
34321	7.4	24	22	91	3.3	4926	74
34323	5.4	131	70	53	3.6	27834	79
34326	5.9	111	64	57	3.1	5692	53
34330	6.8	233	169	72	3.9	226041	88
34332	6.5	124	90	72	3	28338	58
34334	3.8	138	18	13	2.9	14786	50
34336	5	145	50	34	3	16710	57
34338	0	0	0	0	0	0	0
34353	7.4	6	5	83	3	200	45
34359	7.1	9	8	88	0	0	0
34405	7.1	176	143	81	3.8	60506	89
34437	7.4	184	160	86	3.3	21466	68
34482	6.7	16	13	81	3.5	322	63
34499	5	49	20	40	3.6	2672	70
34520	3.6	164	22	13	2.9	27455	58
34523	4.9	58	20	34	3.5	6925	76
34526	5.7	42	22	52	3.2	1109	73
34528	7.5	126	108	85	3.4	7517	72
34530	2.8	100	10	10	2.7	16038	51
34532	5.3	147	56	38	3.1	23528	63
34534	0	0	0	0	0	0	0
34536	5.3	119	43	36	3.6	3417	73
34538	0	2	0	0	2.2	1071	17
34540	5	76	25	32	3.4	2958	64
34542	8	134	125	93	3.6	9472	82
34579	3.7	14	3	21	3.4	768	60
34583	5.8	10	7	70	3.3	584	60
34608	0	4	2	50	0	0	0
34643	0	3	0	0	0	0	0
34645	5	5	2	40	0	0	0
34648	0	0	0	0	0	0	0
34767	6	64	45	70	3.1	2652	53
35015	7.5	59	55	93	3.3	11201	57
35836	7.2	179	153	85	3.6	141534	81
35957	6.7	178	141	79	3.2	32710	66
36056	8.7	6	6	100	0	0	0
36152	4.1	27	8	29	2.9	17837	56
36276	7.8	128	113	88	3.5	16387	71
36397	5	109	33	30	2.8	6330	39
36401	5.1	177	66	37	2.9	36907	47
36477	5.1	73	24	32	3.7	1793	76
36509	3.5	105	12	11	2.8	10980	38
36511	3.2	66	5	7	3.1	1795	53
36513	5.7	13	8	61	0	0	0
36517	7.6	181	151	83	3.5	31578	81
36519	0	0	0	0	0	0	0
36523	4.7	24	9	37	3.3	467	61
36525	5.7	148	84	56	3.6	90795	77
36527	6.4	138	87	63	3.2	15629	57
36529	6.2	141	86	60	3.6	51125	84
36531	3.1	62	6	9	2.6	2557	30
36533	4	43	10	23	3	9727	57
36535	6.5	118	79	66	3.9	17347	88
36537	6.7	107	75	70	3.3	10573	68
36539	5.5	64	28	43	2.8	3150	40
36541	\N	\N	\N	\N	\N	\N	\N
36553	0	3	1	33	0	0	0
36708	0	0	0	0	0	0	0
36752	0	0	0	0	0	0	0
37211	6.5	9	8	88	0	0	0
37240	7	108	86	79	3.3	6585	79
37287	7.7	9	6	66	3.8	476	77
37335	0	0	0	0	0	0	0
37380	3.9	128	24	18	2.7	28789	47
37382	0	0	0	0	0	0	0
37384	4.2	87	26	29	3.4	35090	76
37386	3.3	102	10	9	2.9	50363	47
37475	5.9	140	74	52	3.3	13634	65
37477	5.2	144	62	43	3.7	141478	72
37545	7.3	11	9	81	3.8	1117	79
37720	4.9	6	2	33	0	0	0
37727	5.3	169	63	37	3.2	35131	56
37729	7.2	182	152	83	3.5	98441	76
37731	5.5	61	28	45	3.9	56992	87
37733	7.9	201	175	87	3.4	45849	68
37736	0	0	0	0	0	0	0
37739	6.2	109	68	62	3.6	15763	76
37741	8.2	179	161	89	3.5	35934	72
37830	5.7	6	2	33	0	0	0
37837	5.6	50	25	50	3.5	393	63
37844	0	0	0	0	0	0	0
37846	3.6	28	2	7	2.6	4398	34
37853	4	123	26	21	3.1	24229	67
37855	6.1	79	46	58	3.2	7811	55
37857	5.9	87	47	54	3.6	20173	77
37955	6.7	17	11	64	3.7	1170	73
37957	6.9	246	190	77	3.4	252104	59
37976	8.4	14	14	100	3.9	443	84
38038	8.1	172	163	94	3.4	30852	72
38061	7.4	146	122	83	3.7	46555	83
38095	8.1	8	8	100	0	0	0
38188	0	0	0	0	0	0	0
38198	7.6	51	47	92	3.9	1596	83
38294	5.4	33	16	48	2.9	7530	43
38304	8	14	13	92	4.3	3390	94
38388	5.2	80	35	43	3.7	33414	77
38499	\N	\N	\N	\N	\N	\N	\N
38600	6.8	111	84	75	3.2	9868	51
38701	5.4	100	42	42	3	13487	40
38798	6.9	162	121	74	3.2	31531	65
38824	0	3	3	100	4	941	85
38886	7.9	138	129	93	3.6	28511	76
38992	4.7	109	23	21	3.1	9296	52
38994	6.8	88	63	71	3.2	726	46
39052	0	0	0	0	0	0	0
39183	8.2	233	202	86	3.4	82054	77
39231	4.6	168	46	27	3.1	42584	65
39234	6.7	166	114	68	3.5	14739	72
39292	8.1	213	200	93	3.6	37838	73
39307	6.3	115	73	63	3.6	21404	74
39369	6.1	9	6	66	0	0	0
39381	7.3	123	107	86	3.6	20228	77
39390	4.9	37	12	32	3.5	1967	78
39394	6.2	12	8	66	3.7	657	75
39398	7	65	51	78	3.2	1917	50
39400	2.7	66	3	4	2.5	14642	35
39402	6.5	46	33	71	2.8	4784	36
39408	0	2	0	0	0	0	0
39410	6.4	56	39	69	2.9	4921	40
39414	6.3	146	88	60	3	17702	51
39416	0	0	0	0	0	0	0
39419	0	0	0	0	0	0	0
39421	0	2	0	0	2.9	2657	39
39425	6.4	22	18	81	3.6	352	76
39427	4.6	119	31	26	3.4	20956	68
39429	7.2	20	17	85	3.6	2474	70
39435	4.8	133	34	25	3.2	32197	61
39441	7.3	51	46	90	3.9	843	84
39444	6.1	131	76	58	2.9	22086	51
39446	4.6	116	41	35	3.2	183455	66
39449	5.6	116	57	49	3.1	17427	52
39474	6.8	7	6	85	3.7	268	75
39659	7.4	14	12	85	4	1151	80
39703	6.6	21	18	85	2.8	6910	47
39715	3.7	5	1	20	0	0	0
39869	5.6	97	49	50	3.6	3901	77
39886	6.7	84	63	75	3.1	4724	54
39896	4.5	24	7	29	0	0	0
40010	7.1	73	66	90	0	0	0
40148	3.5	61	10	16	3.3	15328	60
40278	6.3	195	119	61	3.3	52128	68
40337	7.4	61	57	93	4	763	86
40339	5.4	156	56	35	3.2	54371	56
40412	5.7	40	23	57	3.9	22081	83
40414	6.8	91	69	75	3.6	9688	80
40491	0	3	3	100	0	0	0
40494	0	3	3	100	0	0	0
40574	4.4	118	20	16	3.3	42176	73
40581	5.1	96	40	41	3.4	46041	73
40583	6.9	193	139	72	3.3	38319	65
40586	0	0	0	0	0	0	0
40614	4.6	125	25	20	3.1	25982	61
40629	7.7	164	140	85	3.8	101164	88
40723	5.5	108	57	52	3	24198	50
40732	7.3	165	139	84	3.3	49487	71
40752	5.4	5	2	40	0	0	0
40815	7.4	216	190	87	3.4	275215	74
40817	6.4	7	6	85	0	0	0
40819	7.3	202	166	82	3.9	112102	86
40826	5.8	168	79	47	3.5	58040	83
40833	0	4	4	100	0	0	0
40851	6.5	157	118	75	3	23630	54
40870	0	1	0	0	0	0	0
40887	6	89	53	59	2.9	12480	41
40946	6.1	98	63	64	3.2	9920	55
40952	5.4	104	44	42	2.8	3415	37
40955	6.1	114	64	56	3.3	14498	73
40959	0	0	0	0	0	0	0
40962	3.3	105	6	5	3.2	36270	64
40964	3.2	37	5	13	2.9	13084	48
40966	4.6	116	35	30	3.2	22316	57
40969	5.7	61	33	54	3	5006	54
40973	6.8	5	3	60	0	0	0
40988	7.1	5	4	80	0	0	0
41014	7.5	21	19	90	3.7	1755	79
41025	5.3	81	30	37	2.7	9179	44
41136	8.7	50	49	98	4.1	58145	93
41285	7.2	205	158	77	3.4	41276	78
41336	7.8	10	8	80	4.1	418	87
41411	7	120	99	82	3.4	1737	61
